	name	Serial_result	Serial_memory	Serial_runtime
358	summle_X11112_steps6_I1-2-2-4-4-8-25-100.cnf	1	0.02657318115234375	22.1
359	ER_400_20_7.apx_1_DC-AD.cnf	-1	0.04828643798828125	857.97
360	mp1-klieber2017s-0500-023-t12.cnf	1	0.02400970458984375	99.68
361	hwmcc20miters-iso-rast-p11.sanitized.cnf	-1	0.044403076171875	0.42
362	Folkman-185-19924337.sanitized.cnf	1	0.02422332763671875	99.05
363	pcmax-scheduling-m35-32274-371389-SAT.sanitized.cnf	0	0.2946434020996094	2999.84
364	j3037_1_mdd_b.cnf	1	0.024860382080078125	63.2
365	HCP-446-105.cnf	1	0.09850692749023438	2221.87
366	rbsat-v1150c84314gyes1.cnf	0	0.054172515869140625	2999.87
367	linked_list_swap_contents_safety_unwind70.cnf	-1	1.7991142272949219	365.64
368	asconhashv12_opt64_H6_M2-PgbpwX_m0_4_U1.c.cnf	-1	0.06473922729492188	260.15
369	mdp-32-11-sat.cnf	0	0.0897064208984375	3000.87
370	linked_list_swap_contents_safety_unwind57.cnf	-1	1.2675018310546875	120.78
371	x9-11088.sat.sanitized.cnf	1	0.03824615478515625	333.67
372	SGI_30_60_19_60_6-dir.shuffled-as.sat03-112.cnf	-1	0.04529571533203125	1669.91
373	ITC2021_Middle_1.xml.cnf	0	0.1254730224609375	2999.87
374	hwmcc20miters-iso-mul2.sanitized.cnf	-1	0.055568695068359375	0.45
375	mdp-32-14-sat.cnf	0	0.0723724365234375	3000.86
376	pcmax-scheduling-m30-14113-167638-UNSAT.sanitized.cnf	-1	0.07204818725585938	1564.77
377	x9-12098.sat.sanitized.cnf	1	0.06400299072265625	1026.53
378	qwh.60.1728.shuffled-as.sat03-1659.cnf	1	0.089324951171875	216.75
379	constraints_18_0.5_2.sanitized.cnf	-1	0.27635955810546875	952.96
380	tseitin_d3_n162.sanitized.cnf	0	0.07741546630859375	2999.86
381	constraints_17_0.5_2.sanitized.cnf	-1	0.126983642578125	153.35
382	x9-10031.sat.sanitized.cnf	-1	0.0350799560546875	345.42
383	barman-pfile06-022.sas.ex.7.cnf	-1	0.126800537109375	2.7
384	preimage_80r_495m_160h_seed_379.cnf	1	0.06671142578125	2575.21
385	circuit_32in32out_with_500gates_6in6out_dist64_seed1.sanitized.cnf	1	0.3346519470214844	223.41
386	circuit_32in32out_with_96gates_7in7out_dist128_seed1.sanitized.cnf	1	0.2922515869140625	2025.97
387	1-ZC-512-K-61.sanitized.cnf	1	0.09673309326171875	1308.19
388	atco_enc1_opt1_10_15.cnf	1	0.04233551025390625	218.29
389	REGRandom-K4-L2-Seed35.sanitized.cnf	-1	0.4387931823730469	1954.96
390	Ptn-7824-b18.cnf	1	0.021533966064453125	152.98
391	ER_500_30_3.apx_2_DC-AD.cnf	-1	0.09021377563476562	1183.59
392	lec_mult_DvW_11x10.sanitized.cnf	-1	0.03841400146484375	595.0
393	Folkman-190-104806020.sanitized.cnf	1	0.054569244384765625	985.6
394	MASG0_72_keystream76_0.cnf	1	0.028621673583984375	1797.87
395	Nb13T165.cnf	0	1.3236503601074219	2999.85
396	noL-11-2.sanitized.cnf	1	0.063232421875	699.47
397	x9-10084.sat.sanitized.cnf	-1	0.019931793212890625	145.85
398	crafted_n12_d6_c4_num23.cnf	-1	0.34937286376953125	364.12
399	mdp-32-10-unsat.cnf	0	0.06845855712890625	3000.88
400	urqh1c5x5.shuffled-as.sat03-1468.cnf.mis-103.debugged.cnf	0	0.08314132690429688	2999.87
